Title,Author,Quote,Remarks,Favorite
Siddhartha,Hermann Hesse,"No, a true seeker could not accept any teachings, not if he sincerely wished to find something. But he who had found, could give his approval to every path, every goal; nothing separated him for all the other thousands who lived in eternity, who breathed the Divine.",,No
Siddhartha,Hermann Hesse,"He felt indeed that this love, this blind love for his son, was a very human passion, that it was Samsara, a troubled spring of deep water. At the same time he felt that it was not worthless, that it was necessary, that it came from his own nature. This emotion, this pain, these follies, also had to be experienced.",,No
Siddhartha,Hermann Hesse,"Within Siddhartha there slowly grew and ripened the knowledge of what wisdom really was and the goal of his long seeking. It was nothing but a preparation of the soul, a capacity, a secret art of thinking, feeling, and breathing thoughts of unity at every moment of life.",,No
Siddhartha,Hermann Hesse,"He had often heard all this before, all these numerous voices in the river, but today they sounded different. He could no longer distinguish the different voices - the merry voice from the weeping voice, the childish voice from the manly voice. They all belonged to each other: the lament of those who yearn, the laughter of the wise, the cry of indignation and the groan of the dying. They were all interwoven and interlocked, entwined in a thousand ways. And all the voices, all the goals, all the yearnings, all the sorrows, all the pleasures, all the good and evil, all of them together was the world.",,No
Siddhartha,Hermann Hesse,"When someone is seeking, it happens quite easily that he only sees the thing that he is seeking; that he is unable to find anything, unable to absorb anything, because he is only thinking of the thing he is seeking, because he has a goal, because he is obsessed with this goal. Seeking means: to have a goal but finding means: to be free, to be receptive, to have no goal. You, O worthy one, are perhaps indeed a seeker, for in striving towards your goal, you do not see many things that are under your nose.",,No
Siddhartha,Hermann Hesse,Wisdom is not communicable. The wisdom which a wise man tries to communicate always sounds foolish.,,No
Siddhartha,Hermann Hesse,"There is one thought I have had, Govinda, which you will again think is a jest or folly: that is, in every truth the opposite is equally true. For example, a truth can only be expressed and enveloped in words if it is one-sided. Everything that is thought and expressed in words is one-sided, only half the truth; it all lacks totality, completeness, unity. When the Illustrious Buddha taught about the world, he had to divide it into Samsara and Nirvana, into illusion and truth, into suffering and salvation. One cannot do otherwise, there is no other method for those who teach. But the world itself, being in and around us, is never one-sided. Never is a man or a deed wholly Samsara or wholly Nirvana; never is a man wholly a saint or a sinner. This only seems so because we suffer the illusion that time is something real. Time is not real, Govinda. I have realized this repeatedly. And if time is not real, then the dividing line that seems to lie between this world and eternity, between suffering and bliss, between good and evil, is also an illusion.",,No
Siddhartha,Hermann Hesse,"I am a sinner and you are a sinner, but someday the sinner will be Brahma again, will someday attain Nirvana, will someday become a Buddha. Now this ‘someday’ is illusion; it is only a comparison. The sinner is not on the way to a Buddha-like state; he is not evolving, although our thinking cannot conceive things otherwise. No, the potential Buddha already exists in the sinner; his future is already there. The potential hidden Buddha must be recognized in him, in you, in everybody. The world, Govinda, is not imperfect or slowly evolving along a long path to perfection. No, it is perfect at every moment; every sin already carries grace within it, all small children are potential old men, all sucklings have death within them, all dying people - eternal life. It is not possible for one person to see how far another is on the way; the Buddha exists in the robber and the dice player; the robber exists in the Brahmin. During deep meditation it is possible to dispel time, to see simultaneously all the past, present and future, and then everything is good, everything is perfect, everything is Brahman. Therefore, it seems to me that everything that exists is good - death as well as life, sin as well as holiness, wisdom as well as folly. Everything is necessary, everything needs only my agreement, my assent, my loving understanding; then all is well with me and nothing can harm me. I learned through my body and soul that it was necessary for me to sin, that I needed lust, that I had to strive for property and experience nausea and the depths of despair in order to learn not to resist them, in order to learn to love the world, and no longer compare it with some king of desired imaginary world, some imaginary vision of perfection, but to leave it as it is, to love it and be glad to belong to it.",,No
Siddhartha,Hermann Hesse,"This is a stone, and within a certain length of time it will perhaps be soil and from the soil it will become plant, animal or man. Previously I should have said: This stone is just a stone; it has no value, it belongs to the world of Maya, but perhaps because within the cycle of change it can also become man and spirit, it is also of importance. That is what I should have thought. But now I think: This stone is stone; it is also animal, God and Buddha. I do not respect and love it because it was one thing and will become something else, but because it has already long been everything and always is everything. I love it just because it is a stone, because today and not it appears to me a stone. I see value and meaning in each one of its fine markings and cavities, in the yellow, in the gray, in the hardness and the sound of it when I knock it, in the dryness or dampness of its surface. There are stones that feel like oil or soap, that look like leaves or sand, and each one is different and worships Om in its own way; each one is Brahman. At the same time it is every much stone, oily or soapy, and that is just what pleases me and seems wonderful and worthy of worship. But I will say no more about it. Words do not express thoughts very well. They always become a little different immediately they are expressed, a little distorted, a little foolish. And yet it also pleases me and seems right that what is of value and wisdom to one man seems nonsense to another.",,No
Siddhartha,Hermann Hesse,"These are things and one can love things. But one cannot love words. Therefore teachings are of no use to me; they have no hardness, no softness, nor colors, no corners, no smell, no taste - they have nothing but words. Perhaps that is what prevents you from finding peace, perhaps there are too many words, for even salvation and virtue. Samsara and Nirvana are only words, Govinda. Nirvana is not a thing; there is only the word Nirvana.",,No
To Kill A Mockingbird,Harper Lee,People in their right minds never take pride in their talents.,,No
To Kill A Mockingbird,Harper Lee,...before I can live with other folks I've got to live with myself. The one thing that doesn't abide by majority rule is a person's conscience.,,No
To Kill A Mockingbird,Harper Lee,"I'm hard put, sometimes - baby, it's never an insult to be called what somebody thinks is a bad name. It just shows you how poor that person is, it doesn't hurt you.",,No
To Kill A Mockingbird,Harper Lee,"I wanted you to see what real courage is, instead of getting the idea that courage is a man with a gun in his hand. It's when you know you're licked before you begin but you begin anyway and you see it through no matter what. You rarely win, but sometimes you do.",,No
To Kill A Mockingbird,Harper Lee,"No, everybody’s gotta learn, nobody’s born knowin’.",,No
To Kill A Mockingbird,Harper Lee,"“I think there’s just one kind of folks. Folks.""
“If there’s just one kind of folks, why can’t they get along with each other? If they’re all alike, why do they go out of their way to despise each other?""",,No
To Kill A Mockingbird,Harper Lee,"Children are children, but they can spot an evasion quicker than adults, and evasion simply muddles ‘em.",,No
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,Words were different when they lived inside of you.,,No
Telegraph Avenue,Michael Chabon,"Fathering imposed an obligation that was more than your money, your body, or your time, a presence neither physical nor measurable by clocks: open-ended, eternal, and invisible, like the commitment of gravity to the stars.",,No
Telegraph Avenue,Michael Chabon,"The things of the body are as a river, and the things of the soul as a dream and a vapor; and life is a warfare and a pilgrim’s sojourn, and fame after death is only forgetfulness.",,No
Telegraph Avenue,Michael Chabon,"I don’t need anybody’s pity, least of all my own.",,No
Telegraph Avenue,Michael Chabon,Carpe diem. Was there ever a more useless piece of advice?,,No
Telegraph Avenue,Michael Chabon,"Maybe you need to start trying to focus on the distractions instead, maybe then they wouldn’t be so distracting.",,No
Telegraph Avenue,Michael Chabon,"In the end, everything was only a ceaseless flow of static, fundamentally no different from silence. The background noise of creation. The implacable flood of time.",,No
Telegraph Avenue,Michael Chabon,"His mother watched him go, proud, tickled, unaware that every time they toddled away from you, they came back a little different, ten seconds older and nearer to the day when they left you for good. Pearl divers in training, staying under a few seconds longer every time.",,No
Telegraph Avenue,Michael Chabon,"When people start looking at other people, people not like them, one thing they often end up liking about those people is their music.",,No
Telegraph Avenue,Michael Chabon,"On the old Silk Road, you know, between Europe and China. It’s all tribes and deserts, and then you’ve got this long, hard journey, take you a couple of years to get there if you go quick. It’s a hard road, it has bandits, sandstorms. You carrying the light of all the civilizations back and forth, but all around you, the tribes just want to keep up their warring, and killing, and keeping track of what makes them better than everybody else. Like you know how every tribe’s name, when you translate it, turns out to mean ‘the people,’ like nobody else but them is really <em>human</em>? But you keep on because you are trying to earn a little cheese, right, and you spreading the collective wisdom back and forth. Forging that Creole style. And every often, every few hundred miles, maybe, you got these oases, right, these caravansaries, where they all get together and chill, hang out, listen to good music, swap wild tales of exaggeration.",,No
Telegraph Avenue,Michael Chabon,"Like so many kinds of masculine loyalty, it was really only a manifestation of cowardice.",,No
Telegraph Avenue,Michael Chabon,"The elephants were his partnership with Archy, and Aviva’s with Gwen, and the turtle was his belief that real and ordinary friendship between black people and white people was possible, at least here, on the streets of the minor kingdom of Brokeland, California. Here along the water margin, along the borderlands, along the vague and crooked frontier of Telegraph Avenue. Now that foundational pileup of bonds and beliefs was tottering, toppling like the tower of circus elephants in <em>Dumbo</em>. Not because anybody was a racist. There was no tragic misunderstanding, rooted in centuries of slavery and injustice. No one was lobbing vile epithets, reverting to atavistic tribalisms. The differences in class and education among the four of them canceled out without regard for stereotype or cultural expectation: Aviva and Archy both had been raised by blue-collar aunts who worked hard to send them to lower-tier colleges. The white guy was the high school dropout, the black woman upper-middle-class and expensively educated. It just turned out that a tower of elephants and turtles was no way to try to hold up a world.",,No
The Sea Is My Brother,Jack Kerouac,"What do I tell them when they want to know what I want to do in life? I tell them only what I won't do; as for the other thing, I do not know, so I do not say.",,No
The Sea Is My Brother,Jack Kerouac,"Is it the damned fool, who, at that dark moment, laughs courage right into you.",,No
The Sea Is My Brother,Jack Kerouac,"He had spoken of Fate with the cheerful certainty that only a pedagogue could attain. That was his trouble, he had been a fearless pedagogue. And now? Certainly not a fearless man; he was full of fear, and why not?...he knew not what was coming. Would fear, the knowledge and the wisdom of fear, drive the pedantry from his foolish being?",,No
The Sea Is My Brother,Jack Kerouac,"What of Fate? Ah, she was a charming lady, Fate, see how she had woven her skin from New York to Hartford in a few brief hours, changed a man from a pedagogue to a trembling scholar, had made her day sunny and her night warm with the thrill and potency of mystery, had stolen to his side and for a moment of terrible glory, in the night, revealed to him her design of designs - that no man may know, but each may wait, wonder, and according to the powers of his spirit, resist!",,No
The Sea Is My Brother,Jack Kerouac,"I’ll make it up with Palmer…he didn’t notice my sarcasm, so the burden of reproach is mine and mine alone. By my soul!…a man can’t go through life sneering at his fellowmen - where will it get us! - we’ve all got to learn to respect and love one another, and if we’re not capable of that, then, by George, the word has to be tolerance. Tolerance! If people like Nick don’t tolerate me, then I’ll tolerate them. Otherwise, nothing will ever change, not really…and change we must.",,No
The Sea Is My Brother,Jack Kerouac,"""I, too, like you, will deny human frailty as long as I live - will try to cure human nature in the tradition of the Progressive movement. But I don’t see a quick and easy way out; I think anti-Fascists live under that delusion. They point to fascism as all of evil, they point to every home grown Fascist by nature as all of evil. They think that by destroying Fascism, they destroy all evil in the world today, where, I believe, they only destroy what may be the last grand concerted evil. When that is done, disorganized individual evil will still be with us…""
“Truisms!” spat Nick. “A child would know that!""
“And I more than anyone else, if you will pardon my insufferable vanity…but I brought up the subject for one single reason, to point out that being simply anti-Fascist is not enough. You’ve got to go beyond anti-Fascism, you’ve got to be more meticulous in your search for a life’s purpose.""",,No
The Launchpad: Inside Y Combinator,Randall Stross,Try and pick things where the cost of failure is low and the cost for you is basically time.,,No
The Launchpad: Inside Y Combinator,Randall Stross,"You want to work on something where if you see it among your friends and family, they go out of their way to go and tell people about it. Because friends will use stuff because they're friends, right? But the true test is if they start bringing other people into it. And <em>that’s</em>  something that they won't do out of obligation to you.",,No
The Imperfectionists,Tom Rachman,The only death we experience is that of other people.,,No
The Imperfectionists,Tom Rachman,"What I really fear is time. That's the devil: whipping us on when we'd rather loll, so the present sprints by, impossible grasp, and all is suddenly past, a past that won't hold still, that slides into their inauthentic tales. My past - it doesn't feel real in the slightest. The person who inhabited it is not me. It's as if the present me is constantly dissolving. There's that line of Heraclitus: 'No man steps in the same river twice, for it is not the same river and he is not the same man.' That's quite right. We enjoy this illusion of continuity, and we call it memory. Which explains, perhaps, why our worst fear isn't the end of life but the end of memories.",,No
The Imperfectionists,Tom Rachman,"The personality is constantly dying and it feels like continuity. Meanwhile, we panic about death, which we cannot ever experience. Yet it is this illogical fear that motivates our lives. We gore each other and mutilate ourselves for victory and fame, as if these might swindle mortality and extend us somehow. Then, as death bears down, we agonize over how little we achieved.",,No
The Imperfectionists,Tom Rachman,"Here is a fact: nothing in all civilization has been as productive as ludicrous ambition. Whatever its ills, nothing has created more. Cathedrals, sonatas, encyclopedias: love of God was not behind them, nor love of life. But the love of man to be worshipped by man.",,No
The Imperfectionists,Tom Rachman,"...the human form can never be rendered beautiful. A face is the opposite of beauty, lurching as it will from laughter to brutality. ""How,"" Oliver asks, ""can people be attracted to each other?""",,No
Visions of Gerard,Jack Kerouac,Sin's so deeply ingrained in us we invent them where they ain't and ignore them where they are.,,No
Visions of Gerard,Jack Kerouac,"A citizen of the raving world, but eager to be good",,No
Visions of Gerard,Jack Kerouac,"Pray to be kind, wait to be patient, try to be fine. No use screamin. The Devil was a charming fool.",,No
Visions of Gerard,Jack Kerouac,"See? the little face, the little head, look I could break his head by squeezing my hand - it’s only a little thing with no strength - God put these little things on earth to see if we want to hurt them - those who don’t do it who can, are for his Heaven - those who see they can hurt, and do hurt, they’re not for his Heaven - See?",,No
Visions of Gerard,Jack Kerouac,"Just as the simplest thing in the world, when properly looked at, is the original riddle.",,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,"It was in part, a longing - common enough among the inventors of heroes - to be someone else; to be more than the result of two hundred regimens and scenarios and self-improvement campaigns that always ran afoul of his personal inability to locate an actual self to be improved.",,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,"Every universe, our own included, begins in conversation.",,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,Freedom was a debt that could be repaid only by purchasing the freedom of others,,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,"All men, no matter what their estate, were in possession of shining immortal souls.",,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,"He was astonished at the course that life could take, at the way that had seemed once to concern him so much - indeed to revolve around him - could turn out to have nothing to do with him at all.",,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,So finely attuned to the danger of what they might lose that they could not permit themselves to notice what they had.,,No
The Amazing Adventures of Kavalier and Clay,Michael Chabon,"The only true sequel is the one that flickers briefly into being in your mind, O my friend by the fireside, in the moments after you read the last paragraph and lay the book down.","Michael Chabon, 2012",No
The Rise and Fall of Great Powers,Tom Rachman,"Few people, when presented with the possibility of discussing themselves, preferred to hear of another.",,No
The Rise and Fall of Great Powers,Tom Rachman,People did not see the world for what it was but for what they were.,,No
The Rise and Fall of Great Powers,Tom Rachman,People manifested so many selves over a lifetime. Was only the latest valid?,,No
The Rise and Fall of Great Powers,Tom Rachman,"How odd that events went on regardless, leaving behind those who should have witnessed them.",,No
The Rise and Fall of Great Powers,Tom Rachman,She didn’t accept that how one is how one must remain. Consistency in character was a form of tragedy.,,No
The Rise and Fall of Great Powers,Tom Rachman,"People kept their books, not because they were likely to read them again but because these objects contained the past - the texture of being oneself at a particular place, at a particular time, each volume a piece of one’s intellect, whether the work itself had been loved or despised or had included a snooze on page forty. People might be trapped inside their own heads, but they spent their lives pushing out from that locked room. It was why people produced children, why they cared about land, why nothing felt equal to one’s own bed after a long trip.",,No
The Rise and Fall of Great Powers,Tom Rachman,"Underneath it all, people trust in progress. Scientists will cure their lifestyle disease; the Internet will fix their love lives; technology will solve the oil crisis. Because technology is progress, and progress goes on forever. But progress played a trick. It presented the ultimate gluttony of all: those double clicks that turned everyone into rodents pressing buttons for the next sugar pellet. People who used to deride the losers for watching ten hours of TV a day won’t hesitate to click a mouse for longer. ‘Did she answer my email yet?’ That’s the new obesity. And nobody admits it even happened. The sci-fi movies got it wrong. No robots marched in to enslave humanity. What happened was far more ingenious: the servants became masters by their perfect affability. No microchip was implanted in any human head. People just handed over their brains. The real clash of civilizations wasn’t between Islam and the West, or China and America. It was between what people had been and what they’ve become.",,No
The Rise and Fall of Great Powers,Tom Rachman,"There aren’t places anymore, duck. No locations now, just individuals. You didn’t hear? Everyone’s their own nation, with their own blog. Because everybody has something important to say; everybody’s putting out press releases on what they ate for breakfast. It’s the era of self-importance. Everyone’s their own world. Doesn’t matter where people are. Or where I was.",,No
The Rise and Fall of Great Powers,Tom Rachman,"Obviously, I’d prefer that no place fell into ruin and no one suffered. But success requires failure, sadly. Success is relative: you make a billion while everyone else makes a billion and one, then you just got poorer. Individuals don’t rise together. That's a great lie of our time, like this myth of meritocracy: ‘Work hard enough and you will make it! Just want it enough!’ Everyone <em>does</em> want it enough. But only a few can win and nearly all will lose. People can’t accept this, so they convince themselves that, secretly, privately, in their own terms, they’re not failures. But, ah well, the individual ego, like the national ego, is wonderfully impervious to fact.",,No
The Rise and Fall of Great Powers,Tom Rachman,People who must have a child to be kind are missing something in their emotional setup; they require someone’s neediness to give their lives meaning. Life has enough meaning and beauty already. Discovering that is a proper pursuit.,,No
The Rise and Fall of Great Powers,Tom Rachman,But people are so frightened of being left alone that they collect all these malformed relationships. Accepting loneliness is everything.,,No
The Old Man And The Sea,Ernest Hemingway,"He remembered the time he had hooked one of a pair of marlin. The male fish always always let the female fish feed first and the hooked fish, the female, made a wild, panic-stricken, despairing fight that soon exhausted her, and all the time the male had stayed with her, crossing the line and circling with her on the surface. He had stayed so close that the old man was afraid he would cut the line with his tail which was sharp as scythe and almost of that size and shape. When the old man had gaffed her and clubbed her, holding the rapier bill with its sandpaper edge and clubbing her across the top of her head until her colour turned to a colour almost like the backing of mirrors, and then, with the boy’s aid, hoisted her aboard, the male fish had stayed by the side of the boat. Then, while the old man was clearing the lines and preparing the harpoon, the male fish jumped high into the air beside the boat, to see where the female was and then went down deep, his lavander wings, that were his pectoral fins, spread wide and all his wide lavender stripes showing. He was beautiful, the old man remembered, and he had stayed.",,No
The Old Man And The Sea,Ernest Hemingway,"It is humiliating before others to have a diarrhea from ptomaine poisoning or to vomit from it. But a cram, he though of it as a <em>calambre</em>, humiliates oneself especially when one is alone.",,No
The Old Man And The Sea,Ernest Hemingway,The thousand times that he had probed it meant nothing. Now he was proving it again. Each time was a new time and he never thought about the past when he was doing it.,,No
The Stranger,Albert Camus,I realized then that a man who had lived only one day could easily live for a hundred years in prison. He would have enough memories to keep him from being bored.,,No
The Stranger,Albert Camus,"Of course I had read that eventually you wind up losing track of time in prison. But it hadn’t meant much to me when I’d read it. I hadn’t understood how days could be both long and short at the same time: long to live through, maybe, but so drawn out that they ended up flowing into one another. They lost their names. Only the words “yesterday” and “tomorrow” still had any meaning for me.",,No
The Stranger,Albert Camus,"We cannot complain that he lacks what it was not in his power to acquire. But here in this court the wholly negative virtue of tolerance must give way to the sterner but loftier virtue of justice. Especially when the emptiness of a man’s heart becomes, as we find it has in this man, an abyss threatening to swallow up society.",,No
The Stranger,Albert Camus,"The papers were always talking about the debt owed to society. According to them, it had to be paid. But that doesn’t speak to the imagination. What really counted was the possibility of escape, a leap to freedom, out of the implacable ritual, a wild run for it that would give whatever chance for hope there was. Of course, hope meant being cut down on some street corner as you ran like mad, by a random bullet. But when I really thought it through, nothing was going to allow me such a luxury. Everything was against it; I would just be caught up in the machinery again.",,No
All The Light We Cannot See,Anthony Doerr,"There is pride, too, though - pride that he has done it alone. That his daughter is so curious, so resilient. There is the humility of being a father to someone so powerful, as if he were only a narrow conduit for another, greater thing. That’s how it feels right now, he thinks, kneeling beside her, rinsing her hair: as though his love for his daughter will outstrip the limits of his body. The walls could fall away, even the whole city, and the brightness of that feeling would not wane.",,No
All The Light We Cannot See,Anthony Doerr,"Racial purity, political purity - Bastian speaks to a horror of any sort of corruption, and yet, Werner wonders in the dead of night, isn’t life a kind of corruption? A child is born, and the wold sets in upon it. Taking things from it, stuffing things into it. Each bite of food, each particle of light entering the eye - the body can never be pure…<em>The entropy of a closed system never decreases</em>.",,No
All The Light We Cannot See,Anthony Doerr,"As wondrously futile to build splendid buildings, to make music, to sing songs, to print huge books full of colorful birds in the face of the seismic, engulfing indifference of the world - what pretensions human have! Why bother to make music when the silence and wind are so much larger? Why light lamps when the darkness will inevitably snuff them?",,No
All The Light We Cannot See,Anthony Doerr,"To shut your eyes is to guess nothing of blindness. Beneath your world of skies and faces and buildings exists a rawer and older world, a place where surface planes disintegrate and sounds ribbon in shoals through the air.",,No
All The Light We Cannot See,Anthony Doerr,That something so small could be so beautiful. Worth so much. Only the strongest people can turn away from feelings like that.,,No
All The Light We Cannot See,Anthony Doerr,It is the obliviousness of our children that saves us.,,No
All The Light We Cannot See,Anthony Doerr,"The moonlight shines and billows; the broken clouds scud above the trees. Leaves fly everywhere. But the moonlight stays unmoved by the wind, passing through clouds, through air, in what seems to Werner like impossibly slow, imperturbable rays. They hang across the buckling grass. Why doesn’t the wind move the light?",,No
Blindness,Jose Saramago,"...avoid tendency to make hasty and definitive judgments, a mania which, owing to our exaggerated self-confidence, we shall perhaps never be rid of.",,No
Blindness,Jose Saramago,"This is the stuff we're made of, half indifference and half malice.",,No
Blindness,Jose Saramago,"...that if, before every action, we were to begin by weighing up the consequences, thinking about them in earnest, first the immediate consequences, then the probable, then the possible, then the imaginable ones, we should never move beyond the point where our first thought brought us to a halt.",,No
Blindness,Jose Saramago,"Confronted by death, what is expected of nature is that rancour should lose its force and poison, it is true that people say that past hatred die hard, and of this there is ample proof in literature and life, but the feeling here, deep down, as it were, was not hatred and, in no sense old, for how does the theft of a car compare with the life of the man who stole it...",,No
Blindness,Jose Saramago,"When someone starts making small concessions, in the end life loses all meaning.",,No
Blindness,Jose Saramago,"Cliches are like that, they are insensitive to the thousand subtleties of meaning.",,No
Blindness,Jose Saramago,"In a way, everything we eat has been stolen from the mouths of others and if we rob them of too much we are responsible for their death, one way or another we are all murderers.",,No
Blindness,Jose Saramago,"The desperate flight of these people made them leave their belongings behind, and when necessity conquers fear, they come back for them, then the difficult problem will be to settle in a satisfactory manner what is mine and what is yours.",,No
Blindness,Jose Saramago,"If a person kills another, for example, it would be better to state this fact openly, directly, and to trust that the horror of the act, in itself, is so shocking that there is no need for us to say it was horrible.",,No
Blindness,Jose Saramago,"Do you mean that we have more words than we need, I mean that we have too few feelings.",,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,People whose freedom is taken away always end up hating somebody.,,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,That's what is most important if you want to be free: respect for and exasperation with boundaries. What's really important in life is always the things that are secondary.,,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"But sometimes when an actual example appears, it all comes down to a question of whether or not you accept it, or if you believe it. There's no middle ground. You have to make a mental leap. Logic can't really help you out.",,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Even if you find out, down the road, that it is too late, that's different from the logic of it.",,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"You need to use the thread of logic, as best you can, to skillfully sew onto yourself everything that's worth living for.",,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"One heart is not connected to another through harmony alone. They are, instead, linked deeply through their wounds. Pain linked to pain, fragility to fragility. There is no silence without a cry of grief, no forgiveness without bloodshed, no acceptance with a passage through acute loss. This is what lies at the root of true harmony.",,No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Not everything was lost in the flow of time.,,No
Norwegian Wood,Haruki Murakami,"A gentleman is someone who does not what he <em>wants</em> to do but what he <em>should</em> do. ",,No
Norwegian Wood,Haruki Murakami,"It may not serve any concrete purpose, but it does give you some kind of training to help you grasp things in general more systematically.",,No
Norwegian Wood,Haruki Murakami,"But it's the working class that keeps the world running, and it's the working class that gets exploited. What the hell kind of revolution have you got just tossing out big words that working class people can't understand?",,No
The Corrections,Jonathan Franzen,"So a wholly cynical strategy, if there’s a financial risk attached, becomes an act of artistic bravery?",,No
The Corrections,Jonathan Franzen,"On the high prairie where he’d grown up, a person who took it easy wasn’t much of a man. Now came a new effeminate generation for whom “easygoing” was a compliment.",,No
The Corrections,Jonathan Franzen,"She was always wrong, and it was demoralizing to dwell perpetually in the cellar of your wrongness, to wait perpetually for someone to take pity on you in your wrongness.",,No
The Corrections,Jonathan Franzen,"To the face of clocks the relief of order - two hands pointing squarely at whole numbers - came only once an hour. As every other moment failed to square, so every moment held the potential for fluish misery. And to suffer like this for no reason. To know there was no moral order in the flu, no justice in the juices of pain his brain produced. The world nothing but a materialization of blind, eternal Will.",,No
The Corrections,Jonathan Franzen,"Even at the age of seven Chipper intuited that this feeling of futility would be a fixture of his life. A dull waiting and then a broken promise, a panicked realization of how late it was.",,No
The Corrections,Jonathan Franzen,"And when the event, the big change in your life, is simply an insight - isn’t that a strange thing? That absolutely nothing changes except that you see things differently and you’re less fearful and less anxious and generally strong as a result: isn’t it amazing that a completely invisible thing in your head can feel realer than anything you’ve experienced before? You see things more clearly and you <em>know</em> that you’re seeing them more clearly. And it comes to you that this is what it means to love life, this is all anybody who talks seriously about God is ever talking about. Moments like this.",,No
The Corrections,Jonathan Franzen,"There came a time, however, when death ceased to be the enforcer of finitude and began to look, instead, like the last opportunity for radical transformation, the only possible portal to the infinite.",,No
Slaughterhouse-Five,Kurt Vonnegut,"And I ask myself about the present: how wide it was, how deep it was, how much was mine to keep.",,No
Slaughterhouse-Five,Kurt Vonnegut,"Trout, incidentally, had written a book about a money tree. It had twenty-dollar bills for leaves. Its flowers were government bonds. Its fruit was diamonds. It attracted human beings who killed each other around the roots and made very good fertilizer. So it goes.",,No
Slaughterhouse-Five,Kurt Vonnegut,"If what Billy Pilgrim learned from the Tralfamadorians is true, that we will all live forever, no matter how dead we may sometimes seem to be, I am not overjoyed. Still - if I am going to spend eternity visiting this moment and that, I’m grateful that so many of those moments are nice.",,No
Slaughterhouse-Five,Kurt Vonnegut,"<em>The Population Reference Bureau predicts that the world’s total population will double to 7,000,000,000 before the year 2000.</em>
“I suppose they will all want dignity,” I said.
“I suppose,” said O’Hare.",,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Hers was the generation that would launch the Revolution, but which for the moment was turning blue for want of air. The generation reaching consciousness in a society that lacked any. The generation that despite the consensus that declared change impossible hankered for change all the same. At the end of her life, when she was being eaten alive by cancer, Beli would talk about how trapped they all felt. It was like being at the bottom of the ocean, she said. There was no light and a whole ocean crushing down on you. But most people had gotten so used to it they thought it normal, they forgot even that there was a world above.",,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,You can’t regret the life you didn’t lead.,,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,Politics bad for everything but politicians.,,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,"But folks always underestimate what the promise of a lifetime starvation, powerlessness, and humiliation can provoke in a young person’s character.",,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,"We postmodern <em>platanos</em> tend to dismiss the Catholic devotion of our <em>viejas</em> as atavistic, an embarrassing throwback to the olden days, but it’s exactly at these moments, when all hope has vanished, when the end draws near, that prayer has dominion.",,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,The world is full of tragedies enough without niggers having to resort to curses for explanations.,,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,Nothing more exhilirating than saving your life by the simple act of waking.,,No
The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Love was a rare thing, easily confused with a million other things.",,No
The Catcher In The Rye,J.D. Salinger,"Almost every time somebody gives me a present, it ends up making me sad. People always clap for the wrong things.",,No
The Catcher In The Rye,J.D. Salinger,"I'm always saying ""Glad to've met you"" to somebody I'm not at all glad I met. If you want to stay alive, you have to say that stuff, though.",,No
The Catcher In The Rye,J.D. Salinger,"You think if they're intelligent and all, the other person, and have a good sense of humor, that they don't give a damn whose suitcases are better, but they do. They really do.",,No
The Catcher In The Rye,J.D. Salinger,Goddam money. It always ends up making you blue as hell.,,No
The Catcher In The Rye,J.D. Salinger,Certain things they should stay the way they were.,,No
The Catcher In The Rye,J.D. Salinger,"""Life is a game, boy. Life is a game that one plays according to the rules.""
""Yes, sir. I know it is. I know it.""
Game, my ass. Some game. If you get on the side where all the hot-shots are then it's a game, all right - I'll admit that. But if you get on the other side, where there aren't any hot-shots, then what's a game about it?
Nothing. No game.",,No
The Catcher In The Rye,J.D. Salinger,"The best thing, though, in that musuem was that everything always stayed right where it was. Nobody'd move. Nobody'd be different. The only thing that would be different would be you.",,No
The Catcher In The Rye,J.D. Salinger,"I have a feeling that you're riding some kind of terrible, terrible fall. The whole arrangement's designed for men who, at some time or other in their lives, were looking for something their own environment couldn't supply them with. So they gave up looking.",,No
